Date,Exchange_Rate
2025-03-22,5.4531
2025-03-23,5.4531
2025-03-24,5.4399
2025-03-25,5.4528
2025-03-26,5.4475
2025-03-27,5.448
2025-03-28,5.4404
2025-03-29,5.4389
2025-03-30,5.4365
2025-03-31,5.4172
2025-04-01,5.4232
2025-04-02,5.438
2025-04-03,5.4802
2025-04-04,5.451
2025-04-05,5.4336
2025-04-06,5.4336
2025-04-07,5.4355
2025-04-08,5.4469
2025-04-09,5.4745
2025-04-10,5.5178
2025-04-11,5.5478
2025-04-12,5.5551
2025-04-13,5.5551
2025-04-14,5.5742
2025-04-15,5.5707
2025-04-16,5.5925
2025-04-17,5.5889
2025-04-18,5.5901
2025-04-19,5.5942
2025-04-20,5.5942
2025-04-21,5.6127
2025-04-22,5.6105
2025-04-23,5.5668
2025-04-24,5.5758
2025-04-25,5.5663
2025-04-26,5.5679
2025-04-27,5.5618
2025-04-28,5.5787
2025-04-29,5.5823
2025-04-30,5.593
2025-05-01,5.5641
2025-05-02,5.6233
2025-05-03,5.6178
2025-05-04,5.6178
2025-05-05,5.6515
2025-05-06,5.6233
2025-05-07,5.6167
2025-05-08,5.5941
2025-05-09,5.6015
2025-05-10,5.6019
2025-05-11,5.6019
2025-05-12,5.5363
2025-05-13,5.5543
2025-05-14,5.5683
2025-05-15,5.5783
2025-05-16,5.5672
2025-05-17,5.5729
2025-05-18,5.5729
2025-05-19,5.5941
2025-05-20,5.5929
2025-05-21,5.6142
2025-05-22,5.6014
2025-05-23,5.6114
2025-05-24,5.6144
2025-05-25,5.6144
2025-05-26,5.6194
2025-05-27,5.6042
2025-05-28,5.6006
2025-05-29,5.6077
2025-05-30,5.6015
2025-05-31,5.6032
2025-06-01,5.6032
2025-06-02,5.6275
2025-06-03,5.5962
2025-06-04,5.6038
2025-06-05,5.6002
2025-06-06,5.599
2025-06-07,5.6062
2025-06-08,5.6062
2025-06-09,5.6093
2025-06-10,5.6067
2025-06-11,5.6247
2025-06-12,5.6308
2025-06-13,5.6295
2025-06-14,5.6332
2025-06-15,5.6332
2025-06-16,5.6364
2025-06-17,5.6211
2025-06-18,5.6213
2025-06-19,5.5997
2025-06-20,5.6016
2025-06-21,5.6045
2025-06-22,5.6045
2025-06-23,5.5981
2025-06-24,5.6248
2025-06-25,5.6269
2025-06-26,5.6502
2025-06-27,5.6447
2025-06-28,5.6472
2025-06-29,5.6472
2025-06-30,5.6526
2025-07-01,5.6489
2025-07-02,5.6491
2025-07-03,5.647
2025-07-04,5.6462
2025-07-05,5.6504
2025-07-06,5.6504
2025-07-07,5.636
