Date,Exchange_Rate
2024-11-08,1.6552
2024-11-09,1.6576
2024-11-10,1.6576
2024-11-11,1.6527
2024-11-12,1.6468
2024-11-13,1.6417
2024-11-14,1.63
2024-11-15,1.6343
2024-11-16,1.6347
2024-11-17,1.6347
2024-11-18,1.6317
2024-11-19,1.6347
2024-11-20,1.6367
2024-11-21,1.6376
2024-11-22,1.6384
2024-11-23,1.64
2024-11-24,1.64
2024-11-25,1.6431
2024-11-26,1.6434
2024-11-27,1.6477
2024-11-28,1.6462
2024-11-29,1.6461
2024-11-30,1.6485
2024-12-01,1.6485
2024-12-02,1.647
2024-12-03,1.6467
2024-12-04,1.6481
2024-12-05,1.6562
2024-12-06,1.6625
2024-12-07,1.6639
2024-12-08,1.6639
2024-12-09,1.6567
2024-12-10,1.6542
2024-12-11,1.6546
2024-12-12,1.6554
2024-12-13,1.6518
2024-12-14,1.6523
2024-12-15,1.6523
2024-12-16,1.6526
2024-12-17,1.6475
2024-12-18,1.6467
2024-12-19,1.6362
2024-12-20,1.6352
2024-12-21,1.6356
2024-12-22,1.6356
2024-12-23,1.6419
2024-12-24,1.6423
2024-12-25,1.6428
2024-12-26,1.6495
2024-12-27,1.6489
2024-12-28,1.6494
2024-12-29,1.6494
2024-12-30,1.6513
2024-12-31,1.6489
2025-01-01,1.6501
2025-01-02,1.6464
2025-01-03,1.6437
2025-01-04,1.6447
2025-01-05,1.6447
2025-01-06,1.641
2025-01-07,1.6494
2025-01-08,1.6448
2025-01-09,1.6451
2025-01-10,1.6477
2025-01-11,1.6477
2025-01-12,1.6492
2025-01-13,1.6423
2025-01-14,1.644
2025-01-15,1.6462
2025-01-16,1.6452
2025-01-17,1.6425
2025-01-18,1.6439
2025-01-19,1.6439
2025-01-20,1.6352
2025-01-21,1.6417
2025-01-22,1.6561
2025-01-23,1.6569
2025-01-24,1.6723
2025-01-25,1.672
2025-01-26,1.6716
2025-01-27,1.6724
2025-01-28,1.6732
2025-01-29,1.672
2025-01-30,1.672
2025-01-31,1.6543
2025-02-01,1.6543
2025-02-02,1.6543
2025-02-03,1.6533
2025-02-04,1.6552
2025-02-05,1.6613
2025-02-06,1.6632
2025-02-07,1.6591
2025-02-08,1.6603
2025-02-09,1.6603
2025-02-10,1.6506
2025-02-11,1.6513
2025-02-12,1.6509
2025-02-13,1.6532
2025-02-14,1.6525
2025-02-15,1.6548
2025-02-16,1.6548
2025-02-17,1.6549
2025-02-18,1.654
2025-02-19,1.6554
2025-02-20,1.6521
2025-02-21,1.658
2025-02-22,1.6595
2025-02-23,1.6595
2025-02-24,1.66
2025-02-25,1.656
2025-02-26,1.6548
2025-02-27,1.6562
2025-02-28,1.6489
2025-03-01,1.6491
2025-03-02,1.6491
2025-03-03,1.648
2025-03-04,1.6435
2025-03-05,1.6501
2025-03-06,1.6521
2025-03-07,1.656
2025-03-08,1.6585
2025-03-09,1.6585
2025-03-10,1.6578
2025-03-11,1.6546
2025-03-12,1.6501
2025-03-13,1.6487
2025-03-14,1.6443
2025-03-15,1.645
2025-03-16,1.645
2025-03-17,1.6424
2025-03-18,1.6427
2025-03-19,1.6466
2025-03-20,1.6544
2025-03-21,1.657
2025-03-22,1.6579
2025-03-23,1.6579
2025-03-24,1.654
2025-03-25,1.6528
2025-03-26,1.6575
2025-03-27,1.6559
2025-03-28,1.6533
2025-03-29,1.6542
2025-03-30,1.6542
2025-03-31,1.6515
2025-04-01,1.6515
2025-04-02,1.648
2025-04-03,1.6568
2025-04-04,1.659
2025-04-05,1.659
2025-04-06,1.659
2025-04-07,1.6503
2025-04-08,1.6508
2025-04-09,1.6514
2025-04-10,1.6539
2025-04-11,1.6658
2025-04-12,1.667
2025-04-13,1.667
2025-04-14,1.6719
2025-04-15,1.6748
2025-04-16,1.6726
2025-04-17,1.6732
2025-04-18,1.671
2025-04-19,1.6719
2025-04-20,1.6719
2025-04-21,1.6856
2025-04-22,1.6821
2025-04-23,1.6764
2025-04-24,1.6839
2025-04-25,1.6831
2025-04-26,1.6841
2025-04-27,1.6822
2025-04-28,1.6878
2025-04-29,1.6974
2025-04-30,1.7029
2025-05-01,1.7026
2025-05-02,1.724
2025-05-03,1.724
2025-05-04,1.724
2025-05-05,1.7474
2025-05-06,1.7227
2025-05-07,1.7218
2025-05-08,1.7081
2025-05-09,1.7015
2025-05-10,1.7033
2025-05-11,1.7033
2025-05-12,1.6934
2025-05-13,1.6842
2025-05-14,1.6974
2025-05-15,1.7002
2025-05-16,1.6958
2025-05-17,1.6969
2025-05-18,1.6969
2025-05-19,1.6984
2025-05-20,1.6959
2025-05-21,1.7038
2025-05-22,1.7028
2025-05-23,1.7147
2025-05-24,1.7156
2025-05-25,1.7156
2025-05-26,1.7208
2025-05-27,1.7148
2025-05-28,1.7206
2025-05-29,1.7103
2025-05-30,1.7084
2025-05-31,1.709
2025-06-01,1.709
2025-06-02,1.7101
2025-06-03,1.7104
2025-06-04,1.7074
2025-06-05,1.7137
2025-06-06,1.7185
2025-06-07,1.7199
2025-06-08,1.7199
2025-06-09,1.7144
2025-06-10,1.7142
2025-06-11,1.7147
2025-06-12,1.7169
2025-06-13,1.7092
2025-06-14,1.7107
2025-06-15,1.7107
2025-06-16,1.7105
2025-06-17,1.7098
2025-06-18,1.7086
2025-06-19,1.7048
2025-06-20,1.7059
2025-06-21,1.7074
2025-06-22,1.7074
2025-06-23,1.6887
2025-06-24,1.707
2025-06-25,1.7104
2025-06-26,1.7122
2025-06-27,1.7133
2025-06-28,1.7148
2025-06-29,1.7148
2025-06-30,1.718
2025-07-01,1.7245
2025-07-02,1.7119
2025-07-03,1.7153
2025-07-04,1.7152
2025-07-05,1.7163
2025-07-06,1.7163
2025-07-07,1.7113
