Date,Exchange_Rate
2025-06-21,5.6036
2025-06-23,5.5994
2025-06-24,5.6256
2025-06-25,5.6283
2025-06-26,5.6527
2025-06-27,5.6473
2025-06-28,5.6446
2025-06-30,5.6553
2025-07-01,5.6506
2025-07-02,5.6511
2025-07-03,5.6482
2025-07-04,5.6475
2025-07-05,5.647
2025-07-07,5.6375
