Date,Exchange_Rate
2024-12-06,1.6531
2024-12-07,1.653
2024-12-09,1.6487
2024-12-10,1.645
2024-12-11,1.6456
2024-12-12,1.6461
2024-12-13,1.6426
2024-12-14,1.642
2024-12-16,1.6434
2024-12-17,1.6385
2024-12-18,1.6376
2024-12-19,1.6271
2024-12-20,1.626
2024-12-21,1.6257
2024-12-23,1.6328
2024-12-24,1.6334
2024-12-25,1.634
2024-12-26,1.6406
2024-12-27,1.6397
2024-12-28,1.6393
2024-12-30,1.6423
2024-12-31,1.6399
2025-01-01,1.6431
2025-01-02,1.6374
2025-01-03,1.6342
2025-01-04,1.6365
2025-01-06,1.6303
2025-01-07,1.6405
2025-01-08,1.6359
2025-01-09,1.6358
2025-01-10,1.6382
2025-01-11,1.6401
2025-01-13,1.6332
2025-01-14,1.6348
2025-01-15,1.637
2025-01-16,1.6359
2025-01-17,1.6336
2025-01-18,1.6352
2025-01-20,1.6259
2025-01-21,1.6324
2025-01-22,1.6469
2025-01-23,1.6476
2025-01-24,1.6624
2025-01-25,1.6649
2025-01-27,1.6624
2025-01-28,1.6621
2025-01-29,1.6621
2025-01-30,1.6621
2025-01-31,1.6416
2025-02-01,1.645
2025-02-03,1.6444
2025-02-04,1.653
2025-02-05,1.6521
2025-02-06,1.6539
2025-02-07,1.6497
2025-02-08,1.6523
2025-02-10,1.6416
2025-02-11,1.6423
2025-02-12,1.6419
2025-02-13,1.6438
2025-02-14,1.6431
2025-02-15,1.6457
2025-02-17,1.6457
2025-02-18,1.6449
2025-02-19,1.6466
2025-02-20,1.6427
2025-02-21,1.6486
2025-02-22,1.6511
2025-02-24,1.6509
2025-02-25,1.6469
2025-02-26,1.6456
2025-02-27,1.6469
2025-02-28,1.6396
2025-03-01,1.6408
2025-03-03,1.639
2025-03-04,1.6345
2025-03-05,1.641
2025-03-06,1.6428
2025-03-07,1.6464
2025-03-08,1.6504
2025-03-10,1.6487
2025-03-11,1.6456
2025-03-12,1.6411
2025-03-13,1.6395
2025-03-14,1.6352
2025-03-15,1.6369
2025-03-17,1.6335
2025-03-18,1.6337
2025-03-19,1.6375
2025-03-20,1.6452
2025-03-21,1.6478
2025-03-22,1.6491
2025-03-24,1.6447
2025-03-25,1.6437
2025-03-26,1.6484
2025-03-27,1.6468
2025-03-28,1.6442
2025-03-29,1.6452
2025-03-31,1.6429
2025-04-01,1.6458
2025-04-02,1.6391
2025-04-03,1.6474
2025-04-04,1.6507
2025-04-05,1.6507
2025-04-07,1.6413
2025-04-08,1.6416
2025-04-09,1.6423
2025-04-10,1.6447
2025-04-11,1.6565
2025-04-12,1.6565
2025-04-14,1.6628
2025-04-15,1.6655
2025-04-16,1.6634
2025-04-17,1.6637
2025-04-18,1.6617
2025-04-19,1.6616
2025-04-21,1.6763
2025-04-22,1.6728
2025-04-23,1.6671
2025-04-24,1.6745
2025-04-25,1.6737
2025-04-26,1.6736
2025-04-28,1.6785
2025-04-29,1.6875
2025-04-30,1.6932
2025-05-01,1.6933
2025-05-02,1.7146
2025-05-03,1.7146
2025-05-05,1.7373
2025-05-06,1.7131
2025-05-07,1.7123
2025-05-08,1.6985
2025-05-09,1.6919
2025-05-10,1.6922
2025-05-12,1.684
2025-05-13,1.6749
2025-05-14,1.688
2025-05-15,1.6905
2025-05-16,1.6861
2025-05-17,1.6869
2025-05-19,1.6891
2025-05-20,1.6865
2025-05-21,1.6945
2025-05-22,1.6931
2025-05-23,1.7045
2025-05-24,1.7045
2025-05-26,1.7108
2025-05-27,1.7049
2025-05-28,1.7105
2025-05-29,1.7005
2025-05-30,1.6986
2025-05-31,1.6984
2025-06-02,1.6984
2025-06-03,1.7006
2025-06-04,1.6977
2025-06-05,1.7038
2025-06-06,1.7084
2025-06-07,1.7087
2025-06-09,1.7045
2025-06-10,1.7044
2025-06-11,1.7048
2025-06-12,1.7067
2025-06-13,1.6991
2025-06-14,1.6993
2025-06-16,1.7004
2025-06-17,1.6997
2025-06-18,1.6987
2025-06-19,1.6947
2025-06-20,1.6958
2025-06-21,1.6961
2025-06-23,1.6789
2025-06-24,1.6971
2025-06-25,1.7005
2025-06-26,1.7023
2025-06-27,1.7033
2025-06-28,1.7034
2025-06-30,1.7081
2025-07-01,1.7145
2025-07-02,1.7016
2025-07-03,1.7052
2025-07-04,1.7049
2025-07-05,1.7049
2025-07-07,1.7013
