Date,Exchange_Rate
2024-11-05,5.4196
2024-11-06,5.4041
2024-11-07,5.4351
2024-11-08,5.4395
2024-11-09,5.4361
2024-11-10,5.4361
2024-11-11,5.4213
2024-11-12,5.4266
2024-11-13,5.4122
2024-11-14,5.4065
2024-11-15,5.4073
2024-11-16,5.4065
2024-11-17,5.4065
2024-11-18,5.416
2024-11-19,5.4317
2024-11-20,5.4112
2024-11-21,5.4061
2024-11-22,5.3943
2024-11-23,5.3983
2024-11-24,5.3983
2024-11-25,5.3973
2024-11-26,5.4024
2024-11-27,5.4279
2024-11-28,5.4189
2024-11-29,5.4259
2024-11-30,5.4379
2024-12-01,5.4379
2024-12-02,5.4162
2024-12-03,5.4374
2024-12-04,5.4301
2024-12-05,5.4447
2024-12-06,5.447
2024-12-07,5.4414
2024-12-08,5.4414
2024-12-09,5.4505
2024-12-10,5.4225
2024-12-11,5.4259
2024-12-12,5.4216
2024-12-13,5.4144
2024-12-14,5.4113
2024-12-15,5.4113
2024-12-16,5.419
2024-12-17,5.4185
2024-12-18,5.4091
2024-12-19,5.3867
2024-12-20,5.4027
2024-12-21,5.4093
2024-12-22,5.4093
2024-12-23,5.4002
2024-12-24,5.3853
2024-12-25,5.3972
2024-12-26,5.3915
2024-12-27,5.399
2024-12-28,5.3921
2024-12-29,5.3921
2024-12-30,5.3921
2024-12-31,5.3739
2025-01-01,5.3662
2025-01-02,5.3614
2025-01-03,5.3629
2025-01-04,5.364
2025-01-05,5.364
2025-01-06,5.3958
2025-01-07,5.3927
2025-01-08,5.3768
2025-01-09,5.3794
2025-01-10,5.3696
2025-01-11,5.3667
2025-01-12,5.3667
2025-01-13,5.3606
2025-01-14,5.3838
2025-01-15,5.3884
2025-01-16,5.3917
2025-01-17,5.3877
2025-01-18,5.3747
2025-01-19,5.3747
2025-01-20,5.3865
2025-01-21,5.3923
2025-01-22,5.3893
2025-01-23,5.3951
2025-01-24,5.4114
2025-01-25,5.4057
2025-01-26,5.4057
2025-01-27,5.4175
2025-01-28,5.3946
2025-01-29,5.4034
2025-01-30,5.4073
2025-01-31,5.3836
2025-02-01,5.3845
2025-02-02,5.3845
2025-02-03,5.3857
2025-02-04,5.4252
2025-02-05,5.4214
2025-02-06,5.4165
2025-02-07,5.4094
2025-02-08,5.407
2025-02-09,5.407
2025-02-10,5.4154
2025-02-11,5.4174
2025-02-12,5.4177
2025-02-13,5.4366
2025-02-14,5.443
2025-02-15,5.4417
2025-02-16,5.4417
2025-02-17,5.4402
2025-02-18,5.4483
2025-02-19,5.4448
2025-02-20,5.4541
2025-02-21,5.4516
2025-02-22,5.4505
2025-02-23,5.4505
2025-02-24,5.4405
2025-02-25,5.4456
2025-02-26,5.4518
2025-02-27,5.4313
2025-02-28,5.4209
2025-03-01,5.4104
2025-03-02,5.4104
2025-03-03,5.4407
2025-03-04,5.4315
2025-03-05,5.4506
2025-03-06,5.4596
2025-03-07,5.4635
2025-03-08,5.4743
2025-03-09,5.4743
2025-03-10,5.4722
2025-03-11,5.4562
2025-03-12,5.4567
2025-03-13,5.4468
2025-03-14,5.4461
2025-03-15,5.4501
2025-03-16,5.4501
2025-03-17,5.4561
2025-03-18,5.4484
2025-03-19,5.4426
2025-03-20,5.4484
2025-03-21,5.4509
2025-03-22,5.4516
2025-03-23,5.4516
2025-03-24,5.4406
2025-03-25,5.4521
2025-03-26,5.447
2025-03-27,5.449
2025-03-28,5.4384
2025-03-29,5.4344
2025-03-30,5.4344
2025-03-31,5.4173
2025-04-01,5.4342
2025-04-02,5.4386
2025-04-03,5.4786
2025-04-04,5.4467
2025-04-05,5.4313
2025-04-06,5.4313
2025-04-07,5.4343
2025-04-08,5.4477
2025-04-09,5.4759
2025-04-10,5.5216
2025-04-11,5.5489
2025-04-12,5.5512
2025-04-13,5.5512
2025-04-14,5.5727
2025-04-15,5.5699
2025-04-16,5.5921
2025-04-17,5.5881
2025-04-18,5.591
2025-04-19,5.5924
2025-04-20,5.5924
2025-04-21,5.6125
2025-04-22,5.6107
2025-04-23,5.5648
2025-04-24,5.576
2025-04-25,5.5692
2025-04-26,5.5657
2025-04-27,5.5657
2025-04-28,5.5773
2025-04-29,5.5841
2025-04-30,5.5926
2025-05-01,5.5625
2025-05-02,5.6184
2025-05-03,5.6208
2025-05-04,5.6208
2025-05-05,5.6485
2025-05-06,5.6238
2025-05-07,5.6169
2025-05-08,5.5957
2025-05-09,5.6022
2025-05-10,5.6002
2025-05-11,5.6002
2025-05-12,5.5373
2025-05-13,5.556
2025-05-14,5.5681
2025-05-15,5.5808
2025-05-16,5.5683
2025-05-17,5.5765
2025-05-18,5.5765
2025-05-19,5.5936
2025-05-20,5.5925
2025-05-21,5.6151
2025-05-22,5.6021
2025-05-23,5.6122
2025-05-24,5.617
2025-05-25,5.617
2025-05-26,5.6202
2025-05-27,5.6049
2025-05-28,5.5999
2025-05-29,5.6072
2025-05-30,5.6019
2025-05-31,5.6038
2025-06-01,5.6038
2025-06-02,5.6252
2025-06-03,5.5967
2025-06-04,5.6047
2025-06-05,5.6014
2025-06-06,5.5997
2025-06-07,5.6041
2025-06-08,5.6041
2025-06-09,5.6085
2025-06-10,5.607
2025-06-11,5.6255
2025-06-12,5.6326
2025-06-13,5.6313
2025-06-14,5.6295
2025-06-15,5.6295
2025-06-16,5.637
2025-06-17,5.6222
2025-06-18,5.6234
2025-06-19,5.6003
2025-06-20,5.6015
2025-06-21,5.6044
2025-06-22,5.6044
2025-06-23,5.598
2025-06-24,5.6253
2025-06-25,5.628
2025-06-26,5.6513
2025-06-27,5.6457
2025-06-28,5.6458
2025-06-29,5.6458
2025-06-30,5.6529
2025-07-01,5.6503
2025-07-02,5.6504
2025-07-03,5.6481
2025-07-04,5.6466
2025-07-05,5.6483
2025-07-06,5.6483
2025-07-07,5.6359
